Density,Viscosity,Oil Saturation,Net Thickness,Permeability,Depth,EOR Process,,,,,,,,,,,
39,541,72,7,97,485,1,,,,,,,,,,,
28,891,67,5,62,624,1,,,,,,,,,,,
34,506,56,9,53,359,1,,,,,,,,,,,
26,608,71,10,77,338,1,,,,,,,,,,,
17,812,41,7,78,692,1,,,,,,,,,,,
34,894,63,9,92,451,1,,,,,,,,,,,
27,659,60,10,74,735,1,,,,,,,,,,,
19,802,49,9,71,645,1,,,,,,,,,,,
40,754,59,4,81,392,1,,,,,,,,,,,
36,588,48,5,59,614,1,,,,,,,,,,,
16,537,77,5,82,607,1,,,,,,,,,,,
22,769,46,6,50,406,1,,,,,,,,,,,
31,935,54,8,81,422,1,,,,,,,,,,,
35,896,55,7,66,389,1,,,,,,,,,,,
31,727,42,7,59,748,1,,,,,,,,,,,
27,952,47,4,73,958,1,,,,,,,,,,,
17,792,71,4,100,326,1,,,,,,,,,,,
36,946,79,9,91,283,1,,,,,,,,,,,
13,846,57,8,67,498,1,,,,,,,,,,,
12,554,64,10,90,896,1,,,,,,,,,,,
26,662,71,6,64,820,1,,,,,,,,,,,
35,641,60,3,86,379,1,,,,,,,,,,,
18,656,46,4,72,224,1,,,,,,,,,,,
27,824,54,4,84,170,1,,,,,,,,,,,
23,999,50,8,94,546,1,,,,,,,,,,,
10,631,76,9,97,607,1,,,,,,,,,,,
18,660,62,9,56,949,1,,,,,,,,,,,
36,781,69,3,75,749,1,,,,,,,,,,,
33,870,76,3,82,581,1,,,,,,,,,,,
19,544,53,9,66,403,1,,,,,,,,,,,
21,522,46,9,81,663,1,,,,,,,,,,,
37,779,47,7,75,541,1,,,,,,,,,,,
39,946,80,9,64,979,1,,,,,,,,,,,
32,793,67,4,84,901,1,,,,,,,,,,,
13,999,78,8,71,758,1,,,,,,,,,,,
28,671,73,9,62,995,1,,,,,,,,,,,
31,712,54,6,87,156,1,,,,,,,,,,,
39,647,74,8,76,727,1,,,,,,,,,,,
30,874,57,7,82,918,1,,,,,,,,,,,
21,638,76,6,83,463,1,,,,,,,,,,,
36,876,80,3,88,510,1,,,,,,,,,,,
21,751,70,6,98,518,1,,,,,,,,,,,
24,991,63,7,51,333,1,,,,,,,,,,,
19,715,55,7,90,294,1,,,,,,,,,,,
37,801,56,8,56,567,1,,,,,,,,,,,
10,713,58,10,77,903,1,,,,,,,,,,,
19,675,58,3,51,343,1,,,,,,,,,,,
36,703,43,4,57,832,1,,,,,,,,,,,
12,526,45,7,76,864,1,,,,,,,,,,,
11,685,48,3,87,594,1,,,,,,,,,,,
26,827,77,4,89,739,1,,,,,,,,,,,
38,854,58,8,60,283,1,,,,,,,,,,,
13,748,75,7,77,842,1,,,,,,,,,,,
29,769,73,5,73,338,1,,,,,,,,,,,
18,841,52,3,94,820,1,,,,,,,,,,,
34,918,70,9,50,276,1,,,,,,,,,,,
20,683,41,7,59,582,1,,,,,,,,,,,
15,654,59,10,75,626,1,,,,,,,,,,,
38,748,79,4,67,282,1,,,,,,,,,,,
35,782,66,3,74,762,1,,,,,,,,,,,
13,956,62,8,97,895,1,,,,,,,,,,,
15,509,52,5,86,211,1,,,,,,,,,,,
35,591,41,3,78,190,1,,,,,,,,,,,
21,612,66,6,69,923,1,,,,,,,,,,,
38,671,66,3,84,560,1,,,,,,,,,,,
18,884,80,4,71,471,1,,,,,,,,,,,
10,974,57,9,69,941,1,,,,,,,,,,,
39,688,75,4,67,658,1,,,,,,,,,,,
38,573,47,6,76,459,1,,,,,,,,,,,
12,601,67,8,90,847,1,,,,,,,,,,,
12,662,63,10,70,617,1,,,,,,,,,,,
21,578,78,4,78,384,1,,,,,,,,,,,
13,759,70,8,55,874,1,,,,,,,,,,,
31,767,72,10,75,570,1,,,,,,,,,,,
11,957,72,3,78,632,1,,,,,,,,,,,
22,532,43,8,83,965,1,,,,,,,,,,,
37,726,53,6,72,486,1,,,,,,,,,,,
40,653,76,4,90,827,1,,,,,,,,,,,
32,953,60,4,78,865,1,,,,,,,,,,,
10,854,61,10,77,824,1,,,,,,,,,,,
34,897,78,5,63,753,1,,,,,,,,,,,
33,769,80,4,53,179,1,,,,,,,,,,,
38,516,70,9,72,172,1,,,,,,,,,,,
12,985,61,9,96,464,1,,,,,,,,,,,
34,558,78,6,72,416,1,,,,,,,,,,,
10,726,62,9,91,399,1,,,,,,,,,,,
30,611,55,6,50,280,1,,,,,,,,,,,
36,696,77,5,72,608,1,,,,,,,,,,,
27,594,42,7,72,468,1,,,,,,,,,,,
23,981,67,5,67,973,1,,,,,,,,,,,
16,758,70,7,50,518,1,,,,,,,,,,,
27,851,74,4,87,410,1,,,,,,,,,,,
24,813,57,10,57,882,1,,,,,,,,,,,
24,565,41,3,94,724,1,,,,,,,,,,,
14,869,67,7,71,666,1,,,,,,,,,,,
26,815,41,8,76,509,1,,,,,,,,,,,
18,698,56,9,52,437,1,,,,,,,,,,,
29,680,49,3,85,610,1,,,,,,,,,,,
29,772,47,5,93,603,1,,,,,,,,,,,
40,868,42,3,72,967,1,,,,,,,,,,,
27,822,58,6,64,420,1,,,,,,,,,,,
10,521,79,5,95,739,1,,,,,,,,,,,
33,505,42,9,83,966,1,,,,,,,,,,,
34,646,57,7,54,578,1,,,,,,,,,,,
29,614,80,6,79,647,1,,,,,,,,,,,
26,750,52,7,79,289,1,,,,,,,,,,,
34,525,71,3,78,268,1,,,,,,,,,,,
40,882,60,3,89,754,1,,,,,,,,,,,
21,568,79,4,99,302,1,,,,,,,,,,,
13,725,77,3,77,486,1,,,,,,,,,,,
38,664,44,6,91,294,1,,,,,,,,,,,
18,875,67,3,96,574,1,,,,,,,,,,,
38,638,40,6,50,581,1,,,,,,,,,,,
17,783,69,7,90,181,1,,,,,,,,,,,
16,604,45,6,93,400,1,,,,,,,,,,,
18,583,57,4,57,877,1,,,,,,,,,,,
39,611,53,6,71,421,1,,,,,,,,,,,
28,749,40,10,75,553,1,,,,,,,,,,,
32,561,49,10,93,746,1,,,,,,,,,,,
38,633,75,10,92,402,1,,,,,,,,,,,
32,853,47,8,55,382,1,,,,,,,,,,,
11,682,54,10,70,809,1,,,,,,,,,,,
25,636,51,4,62,228,1,,,,,,,,,,,
22,561,68,8,99,441,1,,,,,,,,,,,
26,895,66,10,99,552,1,,,,,,,,,,,
22,563,80,10,86,864,1,,,,,,,,,,,
27,855,63,4,68,377,1,,,,,,,,,,,
11,810,46,7,89,952,1,,,,,,,,,,,
37,558,64,6,83,701,1,,,,,,,,,,,
23,970,74,5,52,264,1,,,,,,,,,,,
27,590,71,5,56,898,1,,,,,,,,,,,
28,611,64,7,62,931,1,,,,,,,,,,,
34,971,62,10,98,693,1,,,,,,,,,,,
33,523,42,7,65,651,1,,,,,,,,,,,
27,923,79,3,71,332,1,,,,,,,,,,,
10,519,72,7,82,712,1,,,,,,,,,,,
35,550,46,3,71,232,1,,,,,,,,,,,
35,861,68,3,93,524,1,,,,,,,,,,,
21,760,63,5,93,642,1,,,,,,,,,,,
21,629,69,4,52,703,1,,,,,,,,,,,
32,554,54,3,98,933,1,,,,,,,,,,,
23,633,78,7,88,728,1,,,,,,,,,,,
18,989,46,4,53,927,1,,,,,,,,,,,
20,648,67,8,85,810,1,,,,,,,,,,,
19,784,64,4,61,179,1,,,,,,,,,,,
34,561,45,8,51,428,1,,,,,,,,,,,
26,563,52,7,93,414,1,,,,,,,,,,,
14,693,51,3,92,746,1,,,,,,,,,,,
29,771,62,3,51,893,1,,,,,,,,,,,
17,635,57,6,92,698,1,,,,,,,,,,,
30,900,57,9,72,312,1,,,,,,,,,,,
13,567,53,6,85,785,1,,,,,,,,,,,
28,815,79,8,59,945,1,,,,,,,,,,,
38,658,49,4,52,393,1,,,,,,,,,,,
15,731,73,6,52,801,1,,,,,,,,,,,
37,956,62,5,81,700,1,,,,,,,,,,,
30,575,56,8,98,666,1,,,,,,,,,,,
37,849,50,7,76,861,1,,,,,,,,,,,
35,605,49,10,65,362,1,,,,,,,,,,,
30,653,66,3,76,287,1,,,,,,,,,,,
26,709,75,10,63,225,1,,,,,,,,,,,
33,921,53,4,87,578,1,,,,,,,,,,,
19,588,54,5,88,921,1,,,,,,,,,,,
26,520,79,7,74,910,1,,,,,,,,,,,
27,646,46,10,84,605,1,,,,,,,,,,,
18,836,75,4,73,962,1,,,,,,,,,,,
32,915,60,3,75,579,1,,,,,,,,,,,
18,840,49,5,82,819,1,,,,,,,,,,,
27,773,80,6,51,516,1,,,,,,,,,,,
34,700,47,6,71,830,1,,,,,,,,,,,
26,948,80,10,73,978,1,,,,,,,,,,,
22,656,42,7,83,939,1,,,,,,,,,,,
37,820,49,3,74,881,1,,,,,,,,,,,
39,704,80,8,65,496,1,,,,,,,,,,,
11,766,73,3,73,967,1,,,,,,,,,,,
17,662,78,3,71,280,1,,,,,,,,,,,
11,530,54,9,78,972,1,,,,,,,,,,,
30,613,65,8,79,416,1,,,,,,,,,,,
39,840,59,9,93,668,1,,,,,,,,,,,
30,724,41,5,72,225,1,,,,,,,,,,,
40,519,68,10,77,711,1,,,,,,,,,,,
17,824,56,4,82,457,1,,,,,,,,,,,
24,572,61,10,57,293,1,,,,,,,,,,,
30,749,42,8,90,968,1,,,,,,,,,,,
18,606,78,5,84,421,1,,,,,,,,,,,
13,660,80,7,87,522,1,,,,,,,,,,,
37,937,56,5,83,218,1,,,,,,,,,,,
26,543,52,10,98,236,1,,,,,,,,,,,
35,857,79,9,71,428,1,,,,,,,,,,,
13,660,52,6,54,672,1,,,,,,,,,,,
11,517,72,6,89,819,1,,,,,,,,,,,
33,804,52,9,74,369,1,,,,,,,,,,,
23,713,59,8,86,810,1,,,,,,,,,,,
29,849,59,10,80,292,1,,,,,,,,,,,
14,790,62,6,98,389,1,,,,,,,,,,,
22,582,57,6,72,923,1,,,,,,,,,,,
36,532,65,5,67,678,1,,,,,,,,,,,
22,863,72,8,97,858,1,,,,,,,,,,,
19,913,77,3,67,215,1,,,,,,,,,,,
38,910,61,3,79,803,1,,,,,,,,,,,
19,908,73,3,68,585,1,,,,,,,,,,,
19,500,66,6,89,476,1,,,,,,,,,,,
35,819,67,9,54,170,1,,,,,,,,,,,
33,738,60,7,55,924,1,,,,,,,,,,,
20,623,65,6,100,394,1,,,,,,,,,,,
27,621,46,8,54,800,1,,,,,,,,,,,
30,628,40,9,97,691,1,,,,,,,,,,,
39,940,75,4,69,660,1,,,,,,,,,,,
10,690,60,4,65,458,1,,,,,,,,,,,
14,808,54,7,86,371,1,,,,,,,,,,,
22,543,77,6,59,608,1,,,,,,,,,,,
11,648,53,8,64,527,1,,,,,,,,,,,
12,575,48,9,87,913,1,,,,,,,,,,,
27,932,54,5,81,956,1,,,,,,,,,,,
12,655,80,3,50,907,1,,,,,,,,,,,
20,691,68,10,85,974,1,,,,,,,,,,,
14,679,46,7,91,647,1,,,,,,,,,,,
12,676,72,9,82,582,1,,,,,,,,,,,
24,570,42,9,100,648,1,,,,,,,,,,,
38,976,56,10,52,708,1,,,,,,,,,,,
21,787,43,5,100,333,1,,,,,,,,,,,
34,995,47,3,58,876,1,,,,,,,,,,,
19,917,79,4,52,780,1,,,,,,,,,,,
26,709,65,5,60,491,1,,,,,,,,,,,
16,768,63,3,61,709,1,,,,,,,,,,,
11,801,67,5,70,781,1,,,,,,,,,,,
29,997,51,6,91,946,1,,,,,,,,,,,
14,805,75,4,90,381,1,,,,,,,,,,,
34,722,58,8,52,1000,1,,,,,,,,,,,
29,904,48,8,70,854,1,,,,,,,,,,,
19,764,43,4,82,859,1,,,,,,,,,,,
13,841,72,6,60,564,1,,,,,,,,,,,
21,786,59,9,84,292,1,,,,,,,,,,,
28,648,43,5,72,294,1,,,,,,,,,,,
15,815,52,3,56,256,1,,,,,,,,,,,
27,980,71,4,64,639,1,,,,,,,,,,,
39,783,63,10,77,726,1,,,,,,,,,,,
10,683,80,5,85,927,1,,,,,,,,,,,
13,759,59,6,64,399,1,,,,,,,,,,,
14,660,69,5,56,639,1,,,,,,,,,,,
15,616,42,6,85,965,1,,,,,,,,,,,
28,722,70,10,75,863,1,,,,,,,,,,,
18,540,67,9,94,414,1,,,,,,,,,,,
16,936,55,7,90,341,1,,,,,,,,,,,
29,889,79,6,85,904,1,,,,,,,,,,,
33,717,67,7,65,642,1,,,,,,,,,,,
13,964,64,8,95,648,1,,,,,,,,,,,
32,716,62,6,56,436,1,,,,,,,,,,,
10,573,70,7,81,845,1,,,,,,,,,,,
18,693,56,9,87,919,1,,,,,,,,,,,
20,723,57,4,81,462,1,,,,,,,,,,,
34,978,43,5,67,776,1,,,,,,,,,,,
17,557,49,4,61,491,1,,,,,,,,,,,
15,719,62,8,65,691,1,,,,,,,,,,,
21,802,54,9,77,517,1,,,,,,,,,,,
22,840,65,3,61,948,1,,,,,,,,,,,
20,527,45,10,74,993,1,,,,,,,,,,,
26,645,54,6,93,380,1,,,,,,,,,,,
32,924,54,3,86,786,1,,,,,,,,,,,
35,808,78,5,77,908,1,,,,,,,,,,,
21,889,61,8,80,266,1,,,,,,,,,,,
40,521,79,4,79,936,1,,,,,,,,,,,
17,817,62,6,87,372,1,,,,,,,,,,,
23,645,70,6,88,663,1,,,,,,,,,,,
35,538,62,3,73,824,1,,,,,,,,,,,
31,781,65,7,55,993,1,,,,,,,,,,,
13,933,77,4,75,210,1,,,,,,,,,,,
14,710,52,6,92,993,1,,,,,,,,,,,
22,616,73,3,87,262,1,,,,,,,,,,,
14,918,57,3,56,287,1,,,,,,,,,,,
20,882,68,5,97,306,1,,,,,,,,,,,
24,767,74,8,99,787,1,,,,,,,,,,,
22,612,68,10,72,604,1,,,,,,,,,,,
23,935,56,10,82,800,1,,,,,,,,,,,
11,832,59,7,76,756,1,,,,,,,,,,,
21,577,40,6,90,223,1,,,,,,,,,,,
22,715,74,7,86,363,1,,,,,,,,,,,
34,856,66,10,60,720,1,,,,,,,,,,,
22,783,69,10,78,838,1,,,,,,,,,,,
17,653,66,8,80,463,1,,,,,,,,,,,
17,786,57,9,71,582,1,,,,,,,,,,,
14,622,68,9,57,900,1,,,,,,,,,,,
31,967,66,9,97,168,1,,,,,,,,,,,
35,742,54,7,90,560,1,,,,,,,,,,,
29,632,59,5,70,223,1,,,,,,,,,,,
31,828,62,8,73,919,1,,,,,,,,,,,
32,936,45,4,94,587,1,,,,,,,,,,,
11,552,47,3,63,779,1,,,,,,,,,,,
39,510,60,9,72,778,1,,,,,,,,,,,
28,877,58,10,72,624,1,,,,,,,,,,,
11,924,68,6,55,954,1,,,,,,,,,,,
34,649,46,3,70,857,1,,,,,,,,,,,
19,669,71,7,55,360,1,,,,,,,,,,,
40,932,69,7,75,682,1,,,,,,,,,,,
16,842,59,10,85,969,1,,,,,,,,,,,
34,739,57,10,51,446,1,,,,,,,,,,,
10,500,43,9,55,897,1,,,,,,,,,,,
20,724,40,4,72,960,1,,,,,,,,,,,
19,614,55,3,85,674,1,,,,,,,,,,,
25,542,60,6,78,419,1,,,,,,,,,,,
33,830,66,4,92,757,1,,,,,,,,,,,
24,964,58,7,70,963,1,,,,,,,,,,,
28,843,60,10,57,303,1,,,,,,,,,,,
19,650,41,9,71,851,1,,,,,,,,,,,
29,992,72,5,58,614,1,,,,,,,,,,,
28,684,76,9,70,314,1,,,,,,,,,,,
17,548,75,4,77,898,1,,,,,,,,,,,
18,978,72,4,72,964,1,,,,,,,,,,,
37,521,48,6,52,737,1,,,,,,,,,,,
26,901,54,7,56,561,1,,,,,,,,,,,
10,798,61,9,95,381,1,,,,,,,,,,,
24,699,48,4,69,231,1,,,,,,,,,,,
16,934,51,5,57,581,1,,,,,,,,,,,
16,841,51,7,75,389,1,,,,,,,,,,,
38,827,44,3,75,272,1,,,,,,,,,,,
11,939,68,4,58,838,1,,,,,,,,,,,
35,904,58,8,55,261,1,,,,,,,,,,,
15,850,64,9,80,895,1,,,,,,,,,,,
16,520,40,8,66,591,1,,,,,,,,,,,
39,569,61,5,89,801,1,,,,,,,,,,,
16,926,53,7,69,399,1,,,,,,,,,,,
24,546,51,5,68,199,1,,,,,,,,,,,
11,725,65,9,54,282,1,,,,,,,,,,,
40,608,63,9,82,440,1,,,,,,,,,,,
22,774,72,7,85,539,1,,,,,,,,,,,
24,742,62,10,91,826,1,,,,,,,,,,,
10,507,65,4,57,808,1,,,,,,,,,,,
10,627,43,9,92,534,1,,,,,,,,,,,
11,896,56,9,92,218,1,,,,,,,,,,,
12,829,42,7,81,748,1,,,,,,,,,,,
27,774,75,8,77,930,1,,,,,,,,,,,
27,741,76,5,85,571,1,,,,,,,,,,,
23,668,45,3,69,900,1,,,,,,,,,,,
22,891,59,4,75,857,1,,,,,,,,,,,
18,988,44,9,55,161,1,,,,,,,,,,,
40,520,57,6,74,853,1,,,,,,,,,,,
26,764,78,5,96,519,1,,,,,,,,,,,
38,834,54,6,60,295,1,,,,,,,,,,,
37,500,57,8,65,828,1,,,,,,,,,,,
16,916,64,8,71,231,1,,,,,,,,,,,
19,621,68,10,81,221,1,,,,,,,,,,,
26,939,75,9,77,738,1,,,,,,,,,,,
30,586,59,8,82,938,1,,,,,,,,,,,
35,789,72,10,69,251,1,,,,,,,,,,,
19,932,58,10,61,625,1,,,,,,,,,,,
23,795,43,4,60,370,1,,,,,,,,,,,
15,599,47,7,71,706,1,,,,,,,,,,,
17,706,78,7,86,588,1,,,,,,,,,,,
33,793,50,8,89,912,1,,,,,,,,,,,
10,743,69,6,64,661,1,,,,,,,,,,,
23,812,66,3,53,388,1,,,,,,,,,,,
34,715,52,7,76,282,1,,,,,,,,,,,
20,811,58,5,59,626,1,,,,,,,,,,,
35,839,53,5,69,288,1,,,,,,,,,,,
37,656,69,9,74,402,1,,,,,,,,,,,
23,908,49,3,75,968,1,,,,,,,,,,,
32,536,64,5,66,706,1,,,,,,,,,,,
18,960,57,10,73,610,1,,,,,,,,,,,
21,666,62,3,99,619,1,,,,,,,,,,,
19,782,69,3,83,735,1,,,,,,,,,,,
24,887,73,10,76,207,1,,,,,,,,,,,
38,703,68,10,78,392,1,,,,,,,,,,,
25,535,56,10,74,917,1,,,,,,,,,,,
33,819,56,6,59,325,1,,,,,,,,,,,
35,853,61,10,65,841,1,,,,,,,,,,,
25,501,79,8,77,306,1,,,,,,,,,,,
23,958,58,9,80,311,1,,,,,,,,,,,
37,845,41,5,79,229,1,,,,,,,,,,,
29,560,70,10,94,518,1,,,,,,,,,,,
31,808,62,10,86,923,1,,,,,,,,,,,
24,565,80,10,55,993,1,,,,,,,,,,,
35,646,53,5,96,398,1,,,,,,,,,,,
25,613,68,10,74,383,1,,,,,,,,,,,
30,938,75,8,51,472,1,,,,,,,,,,,
30,917,64,8,71,840,1,,,,,,,,,,,
40,904,63,4,62,698,1,,,,,,,,,,,
13,552,62,4,92,374,1,,,,,,,,,,,
25,578,48,4,63,771,1,,,,,,,,,,,
19,728,63,6,88,772,1,,,,,,,,,,,
11,970,70,4,87,533,1,,,,,,,,,,,
31,936,60,9,64,936,1,,,,,,,,,,,
10,831,67,9,57,385,1,,,,,,,,,,,
30,787,65,8,62,796,1,,,,,,,,,,,
14,786,67,8,53,432,1,,,,,,,,,,,
11,997,48,10,87,815,1,,,,,,,,,,,
23,651,67,5,66,303,1,,,,,,,,,,,
25,938,67,7,99,235,1,,,,,,,,,,,
20,886,72,5,91,900,1,,,,,,,,,,,
28,567,73,5,79,985,1,,,,,,,,,,,
40,564,78,7,86,631,1,,,,,,,,,,,
13,692,56,9,59,397,1,,,,,,,,,,,
13,880,63,7,88,469,1,,,,,,,,,,,
28,916,65,7,61,431,1,,,,,,,,,,,
37,867,57,3,66,760,1,,,,,,,,,,,
13,571,74,10,74,376,1,,,,,,,,,,,
32,872,65,6,68,744,1,,,,,,,,,,,
19,592,70,4,92,945,1,,,,,,,,,,,
32,777,72,3,86,587,1,,,,,,,,,,,
31,659,48,7,71,601,1,,,,,,,,,,,
14,582,59,3,60,571,1,,,,,,,,,,,
23,938,64,9,55,458,1,,,,,,,,,,,
16,973,47,9,57,325,1,,,,,,,,,,,
33,531,62,3,94,417,1,,,,,,,,,,,
35,898,48,7,63,647,1,,,,,,,,,,,
10,747,72,4,86,234,1,,,,,,,,,,,
11,523,64,9,90,248,1,,,,,,,,,,,
20,708,41,5,78,295,1,,,,,,,,,,,
28,971,67,3,85,176,1,,,,,,,,,,,
40,646,45,3,93,671,1,,,,,,,,,,,
37,753,69,4,70,527,1,,,,,,,,,,,
32,904,52,10,59,320,1,,,,,,,,,,,
18,524,49,10,65,520,1,,,,,,,,,,,
24,809,59,10,64,780,1,,,,,,,,,,,
25,778,51,5,90,207,1,,,,,,,,,,,
36,962,72,9,86,267,1,,,,,,,,,,,
35,769,75,10,92,896,1,,,,,,,,,,,
15,727,53,9,66,999,1,,,,,,,,,,,
29,729,53,9,65,820,1,,,,,,,,,,,
32,879,51,8,96,942,1,,,,,,,,,,,
25,731,71,3,81,674,1,,,,,,,,,,,
31,970,45,7,80,931,1,,,,,,,,,,,
22,960,57,6,57,210,1,,,,,,,,,,,
26,679,62,9,90,872,1,,,,,,,,,,,
31,806,51,6,58,173,1,,,,,,,,,,,
33,808,44,3,54,467,1,,,,,,,,,,,
22,787,58,6,74,304,1,,,,,,,,,,,
38,937,60,9,75,285,1,,,,,,,,,,,
35,540,56,3,71,345,1,,,,,,,,,,,
16,602,72,5,100,346,1,,,,,,,,,,,
11,734,69,9,54,504,1,,,,,,,,,,,
12,710,78,9,52,971,1,,,,,,,,,,,
30,648,51,8,78,222,1,,,,,,,,,,,
29,597,42,3,93,616,1,,,,,,,,,,,
32,946,45,9,97,499,1,,,,,,,,,,,
30,880,62,4,83,433,1,,,,,,,,,,,
38,558,52,10,56,581,1,,,,,,,,,,,
27,811,66,4,91,423,1,,,,,,,,,,,
17,589,59,7,52,469,1,,,,,,,,,,,
31,516,68,5,70,672,1,,,,,,,,,,,
27,923,55,7,86,983,1,,,,,,,,,,,
24,886,80,7,90,803,1,,,,,,,,,,,
35,957,51,7,73,294,1,,,,,,,,,,,
26,925,74,5,69,321,1,,,,,,,,,,,
39,514,63,8,64,611,1,,,,,,,,,,,
16,959,68,5,57,154,1,,,,,,,,,,,
10,725,64,7,63,336,1,,,,,,,,,,,
39,596,62,10,80,695,1,,,,,,,,,,,
15,970,41,10,55,157,1,,,,,,,,,,,
18,897,68,8,56,759,1,,,,,,,,,,,
19,818,78,3,90,991,1,,,,,,,,,,,
41,76,67,2,30,2036,2,,,,,,,,,,,
48,7,66,3,49,2186,2,,,,,,,,,,,
47,56,20,3,20,2041,2,,,,,,,,,,,
49,49,29,2,50,2065,2,,,,,,,,,,,
47,24,48,2,38,2585,2,,,,,,,,,,,
47,16,38,1,31,2313,2,,,,,,,,,,,
34,50,59,2,36,2696,2,,,,,,,,,,,
28,102,50,2,45,2126,2,,,,,,,,,,,
47,46,31,3,24,2631,2,,,,,,,,,,,
28,12,74,1,24,2264,2,,,,,,,,,,,
31,36,45,1,23,2625,2,,,,,,,,,,,
31,83,78,1,41,2529,2,,,,,,,,,,,
27,112,31,1,34,2619,2,,,,,,,,,,,
44,37,55,3,43,2120,2,,,,,,,,,,,
34,59,38,3,36,2116,2,,,,,,,,,,,
39,109,55,3,34,2494,2,,,,,,,,,,,
32,11,24,2,40,2446,2,,,,,,,,,,,
38,62,54,1,42,2482,2,,,,,,,,,,,
25,64,20,1,21,2455,2,,,,,,,,,,,
32,85,25,1,34,2178,2,,,,,,,,,,,
33,119,76,2,38,2348,2,,,,,,,,,,,
42,74,12,2,41,2606,2,,,,,,,,,,,
42,30,76,3,40,2622,2,,,,,,,,,,,
41,15,63,3,39,2489,2,,,,,,,,,,,
44,83,15,3,45,2349,2,,,,,,,,,,,
45,34,12,2,46,2080,2,,,,,,,,,,,
26,13,26,2,25,2360,2,,,,,,,,,,,
34,78,58,3,36,2586,2,,,,,,,,,,,
31,10,76,2,23,2485,2,,,,,,,,,,,
28,26,10,3,35,2330,2,,,,,,,,,,,
41,59,60,3,32,2229,2,,,,,,,,,,,
43,63,69,1,28,2312,2,,,,,,,,,,,
35,26,47,1,28,2201,2,,,,,,,,,,,
50,13,72,1,42,2225,2,,,,,,,,,,,
41,13,17,3,24,2687,2,,,,,,,,,,,
41,88,38,2,31,2646,2,,,,,,,,,,,
42,107,50,3,23,2325,2,,,,,,,,,,,
25,78,37,2,34,2626,2,,,,,,,,,,,
47,6,71,2,47,2329,2,,,,,,,,,,,
31,117,50,1,32,2167,2,,,,,,,,,,,
40,74,78,2,25,2235,2,,,,,,,,,,,
41,95,65,3,23,2265,2,,,,,,,,,,,
27,43,43,2,26,2523,2,,,,,,,,,,,
40,54,12,2,35,2227,2,,,,,,,,,,,
43,113,63,3,30,2261,2,,,,,,,,,,,
40,124,58,2,20,2585,2,,,,,,,,,,,
48,84,14,3,20,2251,2,,,,,,,,,,,
41,117,56,1,37,2597,2,,,,,,,,,,,
46,112,27,3,50,2518,2,,,,,,,,,,,
34,27,20,2,35,2077,2,,,,,,,,,,,
32,49,10,2,35,2393,2,,,,,,,,,,,
48,12,46,3,44,2690,2,,,,,,,,,,,
44,112,79,3,48,2496,2,,,,,,,,,,,
41,120,70,3,39,2692,2,,,,,,,,,,,
47,12,41,2,39,2389,2,,,,,,,,,,,
29,69,26,3,42,2383,2,,,,,,,,,,,
32,28,42,1,30,2667,2,,,,,,,,,,,
27,45,24,1,34,2120,2,,,,,,,,,,,
38,121,61,3,31,2410,2,,,,,,,,,,,
25,16,18,2,28,2279,2,,,,,,,,,,,
42,83,54,1,41,2041,2,,,,,,,,,,,
31,112,10,3,26,2178,2,,,,,,,,,,,
40,55,12,3,42,2688,2,,,,,,,,,,,
33,16,80,1,47,2695,2,,,,,,,,,,,
35,105,29,3,28,2276,2,,,,,,,,,,,
29,106,59,3,46,2648,2,,,,,,,,,,,
44,95,51,3,43,2111,2,,,,,,,,,,,
33,19,78,1,26,2383,2,,,,,,,,,,,
31,106,10,1,41,2483,2,,,,,,,,,,,
46,76,47,2,32,2260,2,,,,,,,,,,,
34,53,42,2,37,2249,2,,,,,,,,,,,
50,92,48,2,28,2255,2,,,,,,,,,,,
26,39,44,2,35,2011,2,,,,,,,,,,,
25,116,45,3,29,2603,2,,,,,,,,,,,
42,115,43,1,28,2054,2,,,,,,,,,,,
26,80,63,2,34,2297,2,,,,,,,,,,,
30,11,21,2,30,2465,2,,,,,,,,,,,
49,65,52,2,42,2098,2,,,,,,,,,,,
31,31,47,3,44,2589,2,,,,,,,,,,,
40,24,74,2,34,2080,2,,,,,,,,,,,
35,28,27,3,40,2468,2,,,,,,,,,,,
26,16,26,3,22,2183,2,,,,,,,,,,,
31,24,26,1,44,2122,2,,,,,,,,,,,
40,66,29,1,25,2566,2,,,,,,,,,,,
33,17,27,1,26,2331,2,,,,,,,,,,,
45,70,11,3,43,2443,2,,,,,,,,,,,
25,50,15,2,37,2006,2,,,,,,,,,,,
31,59,59,1,28,2503,2,,,,,,,,,,,
40,72,29,2,44,2632,2,,,,,,,,,,,
37,6,77,1,34,2086,2,,,,,,,,,,,
29,61,80,2,22,2416,2,,,,,,,,,,,
44,103,13,1,48,2145,2,,,,,,,,,,,
39,59,75,1,33,2536,2,,,,,,,,,,,
33,101,69,2,46,2580,2,,,,,,,,,,,
47,48,27,3,29,2179,2,,,,,,,,,,,
27,115,63,1,48,2310,2,,,,,,,,,,,
31,100,74,3,33,2221,2,,,,,,,,,,,
30,87,56,1,32,2103,2,,,,,,,,,,,
37,51,67,3,48,2034,2,,,,,,,,,,,
49,106,73,1,26,2121,2,,,,,,,,,,,
25,23,50,2,44,2389,2,,,,,,,,,,,
27,83,22,3,44,2428,2,,,,,,,,,,,
42,8,61,1,29,2585,2,,,,,,,,,,,
